Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPV;CPV Tipo ;CPV Designação;CPV Valor;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE;Medidas especiais;Regime;Critérios Materiais;CCP;groupMembers
SERVIÇOS DE MANUTENÇÃO DO SOFTWARE SISQUAL INSTALADO NAS ENTIDADES DO MINISTÉRIO DA SAÚDE PARA O ANO 2023;Ajuste Direto Regime Geral;Aquisição de serviços;72500000-0;Principal;Serviços relacionados com a informática;18122.26 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";SISQUAL (502772298);"18.122,26 €";10-03-2023;26-01-2023;366 dias;"Portugal, Lisboa, Lisboa<BR/>Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-12-2023;"18.122,26 €";;;;Não aplicável.;Não aplicável.;true;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2212861;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de manutenção de instalações de elevação;Concurso público;Aquisição de serviços;50750000-7;Principal;Serviços de manutenção de elevadores;8787.0 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"THYSSENKRUPP ELEVADORES, SA (501445226)";"8.787,00 €";10-03-2023;10-02-2023;306 dias;"Portugal<BR/>Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-12-2023;"8.787,00 €";;;;Não aplicável.;Não aplicável.;true;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2200344;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Serviços para exposição do Tea&Cheese no Serra Shopping;Ajuste Direto Regime Geral;Aquisição de serviços;79955000-3;Principal;Serviços de organização de desfiles de moda;1200.0 € ;"Centro de Formação Profissional da Indústria Têxtil, Vestuário, Confecção e Lanifícios (Modatex) (509906478)";"RM Audiovisuais Unipessoal, Lda (517028557)";"1.200,00 €";09-03-2023;08-03-2023;11 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;14-03-2023;"1.200,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Prestação de serviços para renovação do contrato de assistência e manutenção das Tecnologias DataCenter;Concurso público;Aquisição de serviços;72267000-4;Principal;Serviços de manutenção e reparação de software;43324.9 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";"Claranet II Solutions, S.A.  (510728189)";"43.324,90 €";08-03-2023;08-02-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-12-2023;"43.324,90 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2204747;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Outsourcing de Serviços de Impressão com Assistência Técnica e Software;Concurso público;Aquisição de serviços;79810000-5;Principal;Serviços de impressão;160130.88 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";"KONICA MINOLTA BUSIN. SOL. PORTUGAL UNIPESSOAL,LDA (502120070)";"160.130,88 €";08-03-2023;23-02-2023;1096 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2194964;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aluguer de equipamento de ventilação e tosse assistida;Concurso público;Aquisição de serviços;85100000-0;Principal;Serviços de saúde;6387.5 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"NIPPON GASES PORTUGAL, UNIPESSOAL, SA (EX PRAXAIR) (501738916)";"6.387,50 €";08-03-2023;16-01-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";Cumprimento integral do contrato;17-01-2024;"6.387,50 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2091679;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Seguro de Acidentes de Trabalho, ao abrigo do Acordo-Quadro n.º 4/SGMF e artigo 258.º do Código dos Contratos Públicos";Ao abrigo de acordo-quadro (art.º 258.º);Aquisição de serviços;66510000-8;Principal;Serviços de seguros;534.08 € ;Universidade da Beira Interior (502083514);"Lusitania, Companhia de Seguros, S.A. (501689168)";"534,08 €";08-03-2023;25-01-2023;275 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 27.º, n.º 1, alínea h) do Código dos Contratos Públicos";Cumprimento integral do contrato;09-03-2023;"534,08 €";;;;5640717;Celebração de um acordo quadro pelo período de dois anos para aquisição de contrato de seguro de acidentes de trabalho;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";true;false;
Aquisição de serviços de limpeza e recuperação de trilhos e percursos afetados pelos incêndios ocorridos em Agosto de 2022;Consulta Prévia;Aquisição de serviços;77231000-8;Principal;Serviços de gestão florestal;26093.59 € ;Município da Covilhã (505330768);"Fortunato Canhoto Construções, Lda (505757923)";"26.093,59 €";07-03-2023;03-03-2023;120 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"""Prestação de serviços de esterilização de animais errantes""";Ajuste Direto Regime Geral;Aquisição de serviços;85200000-1;Principal;Serviços de veterinária;10000.0 € ;"ADC - Águas da Covilhã, E. M. (507611977)";"Emergentodisseia, Atividades Veterinárias Lda. (514948299)";"10.000,00 €";07-03-2023;06-03-2023;365 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;19-03-2024;"10.000,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Prestação de serviços de manutenção e assistência técnica aos equipamentos Pyxis;Ajuste Direto Regime Geral;Aquisição de serviços;50800000-3;Principal;Serviços de reparação e manutenção diversos;10950.0 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"GLINTT-BUSINESS SOLUTIONS, LDA (503502537)";"10.950,00 €";03-03-2023;20-01-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-12-2023;"10.950,00 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2188668;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Serviços Técnicos de Contabilidade;Ajuste Direto Regime Geral;Aquisição de serviços;79000000-4;Principal;"Serviços a empresas: direito, comercialização, consultoria, recrutamento, impressão e segurança";18000.0 € ;Beira Serra - Associação Promotora do Desenvolvimento Rural Integrado (503310557);"CCTOC - SERV CONT . CONSULTORIA E ASSESSORIA FISCAL, LDA (503561630)";"18.000,00 €";03-03-2023;24-02-2023;1096 dias;"Portugal, Castelo Branco, Belmonte<BR/>Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
AD 15-23 Prestação de serviços de Telepatologia/Patologia Digital;Ajuste Direto Regime Geral;Aquisição de serviços;85111800-8;Principal;Serviços de patologia;17000.0 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"ZMWay, Lda. (508085349)";"17.000,00 €";03-03-2023;03-02-2023;61 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";Cumprimento integral do contrato;28-02-2023;"17.000,00 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2235464;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"AD 20-23 Prestação de serviços de assistência técnica ao Equipamento FDS330, com o número de série C1069";Ajuste Direto Regime Geral;Aquisição de serviços;50400000-9;Principal;Serviços de reparação e manutenção de equipamento médico e de precisão;5889.38 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";"BAXTER MEDICO - FARMACEUTICO, LDA (503347345)";"5.889,38 €";03-03-2023;22-02-2023;15 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";Cumprimento integral do contrato;30-03-2023;"5.889,38 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2237466;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD 21-23 Prestação de Serviços de Manutenção de Software Aplicacional HS-SGICM (Interface Imobilizado) e HS-DIET;Ajuste Direto Regime Geral;Aquisição de serviços;72260000-5;Principal;Serviços relacionados com software;9802.38 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";"GLINTT - HEALTHCARE SOLUTIONS, S.A. (502479418)";"9.802,38 €";03-03-2023;23-02-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-12-2023;"9.802,38 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2237482;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de espetáculo de Carminho;Ajuste Direto Regime Geral;Aquisição de serviços;92312240-5;Principal;Serviços prestados por artistas;8500.0 € ;Município da Covilhã (505330768);"Arruada Unipessoal, Lda (510944817)";"8.500,00 €";02-03-2023;02-03-2023;1 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos";Cumprimento integral do contrato;24-05-2023;"8.500,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";true;false;
Aquisição de serviços de espetáculo de Lena D'Água;Ajuste Direto Regime Geral;Aquisição de serviços;92312240-5;Principal;Serviços prestados por artistas;6000.0 € ;Município da Covilhã (505330768);"DIFERENTES RITMOS - PRODUTORES ASSOCIADOS DE ESPECTÁCULOS E EVENTOS, LDA (508038197)";"6.000,00 €";02-03-2023;02-03-2023;1 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos";Cumprimento integral do contrato;24-05-2023;"6.000,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";true;false;
Aquisição de Serviços de Responsabilidade de Exploração das Instalações Elétricas da Escola Profissional Agrícola Quinta da Lageosa;Ajuste Direto Regime Geral;Aquisição de serviços;71000000-8;Principal;"Serviços de arquitectura, construção, engenharia e inspecção";1600.0 € ;"Escola Profissional Agrícola Quinta da Lageosa, Aldeia do Souto - Covilhã (600031691)";José Arnaldo da Luz de Brito Pimenta;"1.600,00 €";27-02-2023;23-02-2023;311 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços para a elaboração do Plano de Ação para a Energia Sustentável e o Clima (PAESC);Consulta Prévia;Aquisição de serviços;71242000-6;Principal;"Preparação de projecto e concepção, estimativa de custos";22950.0 € ;Município da Covilhã (505330768);"Irradiare - Investigação e Desenvolvimento em Engenharia e Ambiente, Lda (503513156)";"22.950,00 €";24-02-2023;23-02-2023;2953 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2165368;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD nº 50/2022 - Diagnóstico Empresarial Setorial da Região Centro de Portugal no âmbito do projeto INESPO PLUS;Ajuste Direto Regime Geral;Aquisição de serviços;72221000-0;Principal;Serviços de consultoria em matéria de análise de gestão;6504.06 € ;Universidade da Beira Interior (502083514);"Abrangentevalor Unipessoal, Lda. (513245480)";"6.504,06 €";23-02-2023;06-02-2023;30 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;02-05-2023;"6.504,06 €";;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Serviços de Subscrição Online do Software Microsoft Office 365 ;Ajuste Direto Regime Geral;Aquisição de serviços;72500000-0;Principal;Serviços relacionados com a informática;99.0 € ;"Escola Profissional Agrícola Quinta da Lageosa, Aldeia do Souto - Covilhã (600031691)";COPIALTA (502852577);"99,00 €";23-02-2023;23-02-2023;311 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2264356;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Licenças de Software;Consulta Prévia;Aquisição de serviços;72000000-5;Principal;"Serviços de TI: consultoria, desenvolvimento de software, Internet e apoio";3330.0 € ;"Escola Secundária Campos de Melo, Covilhã (600017753)";INOVAR +AZ (508775876);"3.330,00 €";23-02-2023;31-01-2023;365 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Aquisição de serviços locação de salas e cedência de utilização de instalações para o desenvolvimento de 825 horas de formação profissional, no âmbito do projeto Formação Modular Certificada para empregados e desempregados";Ajuste Direto Regime Geral;Aquisição de serviços;80520000-5;Principal;Instalações para formação;3900.0 € ;"Associação Empresarial da Covilhã, Belmonte e Penamacor (501352309)";Universidade da Beira Interior (502083514);"3.900,00 €";22-02-2023;23-01-2023;98 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;05-12-2023;"2.550,00 €";A alteração do prazo de execução deveu-se ao prolongamento do projeto subjacente à contratação do serviço.;A diferença registada resulta do ajustamento entre o tipo de serviço previsto e o realizado e o respetivo preço unitário aplicado;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Aquisição de serviços de publicações e publicações e publicidade em jornais ;Consulta Prévia;Aquisição de serviços;79340000-9;Principal;Serviços de publicidade e marketing;15000.0 € ;Município da Covilhã (505330768);"Palavras Escorreitas, Unipessoal, Lda (517295547)";"15.000,00 €";22-02-2023;17-02-2023;318 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Serviços Veterinários;Ajuste Direto Regime Geral;Aquisição de serviços;77000000-0;Principal;"Serviços de agricultura, silvicultura, horticultura, aquicultura e apicultura";5000.0 € ;"Escola Profissional Agrícola Quinta da Lageosa, Aldeia do Souto - Covilhã (600031691)";"Dicas Arrojadas Unipessoal, Lda. (513340785)";"5.000,00 €";20-02-2023;20-02-2023;314 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de publicações e publicações e publicidade em jornais ;Consulta Prévia;Aquisição de serviços;79340000-9;Principal;Serviços de publicidade e marketing;24900.0 € ;Município da Covilhã (505330768);"Jornal do Fundão -  Editora, Lda (500648603)";"24.900,00 €";20-02-2023;16-02-2023;318 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de criação de uma estratégia de comunicação da organização e de uma equipa técnica capacitada para a sua implementação;Ajuste Direto Regime Geral;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;3000.0 € ;"CooLabora, C. R. L. (508439965)";"David José Duarte, Unipessoal Lda (515345687)";"3.000,00 €";17-02-2023;16-02-2023;303 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
